,no.,date,time,source,destination,protocol,length,tcp_retransmission,seq,win,len,mss,ack,flag,source_port,destination_port
214,215,2020-12-02,01:42:36,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,808
215,216,2020-12-02,01:42:43,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,6543
216,217,2020-12-02,01:42:48,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,3071
217,218,2020-12-02,01:42:55,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,5033
218,219,2020-12-02,01:43:01,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1095
219,220,2020-12-02,01:43:07,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1064
220,221,2020-12-02,01:43:13,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1111
221,222,2020-12-02,01:43:19,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,8649
222,223,2020-12-02,01:43:25,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,2099
223,224,2020-12-02,01:43:31,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,765
224,225,2020-12-02,01:43:36,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,9010
225,226,2020-12-02,01:43:42,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,9071
226,227,2020-12-02,03:07:37,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,49155
227,228,2020-12-02,03:07:43,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,2190
228,229,2020-12-02,03:07:49,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,3001
229,230,2020-12-02,03:07:55,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,6580
230,231,2020-12-02,03:08:00,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1583
231,232,2020-12-02,03:08:06,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,27355
232,233,2020-12-02,03:08:11,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,9898
233,234,2020-12-02,03:08:17,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,5825
234,235,2020-12-02,03:08:23,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1641
235,236,2020-12-02,03:08:28,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,32768
236,237,2020-12-02,03:08:34,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,9575
237,238,2020-12-02,03:08:39,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1043
238,239,2020-12-02,03:08:45,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,4000
239,240,2020-12-02,03:08:51,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1433
240,241,2020-12-02,03:08:56,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,6669
241,242,2020-12-02,04:41:14,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,9071
242,243,2020-12-02,04:41:20,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,9010
243,244,2020-12-02,04:41:25,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,765
244,245,2020-12-02,04:41:31,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,2099
245,246,2020-12-02,04:41:36,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,8649
246,247,2020-12-02,04:41:42,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1111
247,248,2020-12-02,04:41:48,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1064
248,249,2020-12-02,04:41:53,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1095
249,250,2020-12-02,04:41:59,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,5033
250,251,2020-12-02,04:42:05,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,3071
251,252,2020-12-02,04:42:11,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,6543
252,253,2020-12-02,04:42:16,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,808
253,254,2020-12-02,04:42:22,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,30718
254,255,2020-12-02,04:42:28,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1071
255,256,2020-12-02,04:42:33,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,7496
256,257,2020-12-02,04:42:40,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,44176
257,258,2020-12-02,04:42:45,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1183
258,259,2020-12-02,04:42:51,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,49999
259,260,2020-12-02,04:42:58,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,8300
260,261,2020-12-02,04:43:04,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,11967
261,262,2020-12-02,04:43:09,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,3945
262,263,2020-12-02,04:43:15,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,5431
263,264,2020-12-02,04:43:21,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,8045
264,265,2020-12-02,04:43:26,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,6788
265,266,2020-12-02,04:43:32,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,5190
266,267,2020-12-02,04:43:37,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1084
267,268,2020-12-02,06:07:38,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,6839
268,269,2020-12-02,06:07:44,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,40911
269,270,2020-12-02,06:07:50,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,9666
270,271,2020-12-02,06:07:55,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1123
271,272,2020-12-02,06:08:01,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,6389
272,273,2020-12-02,06:08:06,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,2525
273,274,2020-12-02,06:08:12,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,7000
274,275,2020-12-02,06:08:18,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1840
275,276,2020-12-02,06:08:23,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,280
276,277,2020-12-02,06:08:29,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1131
277,278,2020-12-02,06:08:34,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,10002
278,279,2020-12-02,06:08:40,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,3017
279,280,2020-12-02,06:08:46,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,700
280,281,2020-12-02,06:08:51,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,5500
281,282,2020-12-02,06:08:57,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,32781
282,283,2020-12-02,07:41:14,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1084
283,284,2020-12-02,07:41:20,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,5190
284,285,2020-12-02,07:41:26,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,6788
285,286,2020-12-02,07:41:31,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,8045
286,287,2020-12-02,07:41:37,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,5431
287,288,2020-12-02,07:41:42,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,3945
288,289,2020-12-02,07:41:48,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,11967
289,290,2020-12-02,07:41:54,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,8300
290,291,2020-12-02,07:42:00,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,49999
291,292,2020-12-02,07:42:06,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1183
292,293,2020-12-02,07:42:11,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,44176
293,294,2020-12-02,07:42:18,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,5214
294,295,2020-12-02,07:42:24,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,17
295,296,2020-12-02,07:42:30,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,6699
296,297,2020-12-02,07:42:35,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,3814
297,298,2020-12-02,07:42:41,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,24444
298,299,2020-12-02,07:42:46,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,26
299,300,2020-12-02,07:42:52,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,3369
300,301,2020-12-02,07:42:58,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,2382
301,302,2020-12-02,07:43:04,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,666
302,303,2020-12-02,07:43:09,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1244
303,304,2020-12-02,07:43:15,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,3052
304,305,2020-12-02,07:43:21,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,62078
305,306,2020-12-02,07:43:26,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,3918
306,307,2020-12-02,07:43:32,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,801
307,308,2020-12-02,07:43:37,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,19101
308,309,2020-12-02,09:07:37,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,32781
309,310,2020-12-02,09:07:43,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,5500
310,311,2020-12-02,09:07:49,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,700
311,312,2020-12-02,09:07:54,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,3017
312,313,2020-12-02,09:08:00,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,10002
313,314,2020-12-02,09:08:05,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1131
314,315,2020-12-02,09:08:11,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,280
315,316,2020-12-02,09:08:17,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1840
316,317,2020-12-02,09:08:22,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,7000
317,318,2020-12-02,09:08:28,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,2525
318,319,2020-12-02,09:08:33,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,6389
319,320,2020-12-02,09:08:39,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1123
320,321,2020-12-02,09:08:45,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,9666
321,322,2020-12-02,09:08:50,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,40911
322,323,2020-12-02,09:08:56,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,6839
323,324,2020-12-02,10:41:14,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,19101
324,325,2020-12-02,10:41:20,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,801
325,326,2020-12-02,10:41:24,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,3918
326,327,2020-12-02,10:41:29,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,62078
327,328,2020-12-02,10:41:33,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,3052
328,329,2020-12-02,10:41:38,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1244
329,330,2020-12-02,10:41:44,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,666
330,331,2020-12-02,10:41:49,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,2382
331,332,2020-12-02,10:41:55,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,3369
332,333,2020-12-02,10:42:01,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,26
333,334,2020-12-02,10:42:06,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,24444
334,335,2020-12-02,10:42:12,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,3814
335,336,2020-12-02,10:42:18,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,6699
336,337,2020-12-02,10:42:23,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,17
337,338,2020-12-02,10:42:29,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,5214
338,339,2020-12-02,10:42:35,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,4899
339,340,2020-12-02,10:42:41,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,52869
340,341,2020-12-02,10:42:47,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,4006
341,342,2020-12-02,10:42:53,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,3493
342,343,2020-12-02,10:43:00,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,3737
343,344,2020-12-02,10:43:06,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,5221
344,345,2020-12-02,10:43:12,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,5080
345,346,2020-12-02,10:43:18,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,2020
346,347,2020-12-02,10:43:23,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,48080
347,348,2020-12-02,10:43:29,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,20222
348,349,2020-12-02,10:43:35,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,5963
349,350,2020-12-02,12:07:38,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1524
350,351,2020-12-02,12:07:44,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1154
351,352,2020-12-02,12:07:50,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,8086
352,353,2020-12-02,12:07:55,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,1047
353,354,2020-12-02,12:08:01,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1060
354,355,2020-12-02,12:08:06,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,2522
355,356,2020-12-02,12:08:12,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,2046
356,357,2020-12-02,12:08:18,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,3476
357,358,2020-12-02,12:08:23,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,2811
358,359,2020-12-02,12:08:29,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,4129
359,360,2020-12-02,12:08:34,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,16001
360,361,2020-12-02,12:08:40,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,2001
361,362,2020-12-02,12:08:46,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,5631
362,363,2020-12-02,12:08:51,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,3827
363,364,2020-12-02,12:08:57,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,3809
364,365,2020-12-02,13:41:17,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,5963
365,366,2020-12-02,13:41:24,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,20222
366,367,2020-12-02,13:41:29,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,48080
367,368,2020-12-02,13:41:34,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,2020
368,369,2020-12-02,13:41:38,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,5080
369,370,2020-12-02,13:41:43,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,5221
370,371,2020-12-02,13:41:47,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,3737
371,372,2020-12-02,13:41:52,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,3493
372,373,2020-12-02,13:41:56,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,4006
373,374,2020-12-02,13:42:01,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,52869
374,375,2020-12-02,13:42:05,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,4899
375,376,2020-12-02,13:42:10,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,44501
376,377,2020-12-02,13:42:15,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,9
377,378,2020-12-02,13:42:20,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1328
378,379,2020-12-02,13:42:25,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1166
379,380,2020-12-02,13:42:29,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,4005
380,381,2020-12-02,13:42:34,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,5800
381,382,2020-12-02,13:42:38,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1040
382,383,2020-12-02,13:42:43,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,99
383,384,2020-12-02,13:42:47,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,5440
384,385,2020-12-02,13:42:52,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,27356
385,386,2020-12-02,13:42:58,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,4111
386,387,2020-12-02,13:43:07,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,19780
387,388,2020-12-02,13:43:31,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,7800
388,389,2020-12-02,13:43:36,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1087
389,390,2020-12-02,13:43:40,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1666
390,391,2020-12-02,15:07:43,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,3809
391,392,2020-12-02,15:07:52,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,3827
392,393,2020-12-02,15:07:58,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,5631
393,394,2020-12-02,15:08:03,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,2001
394,395,2020-12-02,15:08:09,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,16001
395,396,2020-12-02,15:08:15,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,4129
396,397,2020-12-02,15:08:21,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,2811
397,398,2020-12-02,15:08:26,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,3476
398,399,2020-12-02,15:08:32,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,2046
399,400,2020-12-02,15:08:37,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,2522
400,401,2020-12-02,15:08:43,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1060
401,402,2020-12-02,15:08:49,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1047
402,403,2020-12-02,15:08:54,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,8086
403,404,2020-12-02,15:09:00,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,1154
404,405,2020-12-02,15:09:06,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1524
405,406,2020-12-02,16:41:15,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1666
406,407,2020-12-02,16:41:23,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1087
407,408,2020-12-02,16:41:29,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,7800
408,409,2020-12-02,16:41:35,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,19780
409,410,2020-12-02,16:41:41,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,4111
410,411,2020-12-02,16:41:46,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,27356
411,412,2020-12-02,16:41:52,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,5440
412,413,2020-12-02,16:41:57,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,99
413,414,2020-12-02,16:42:03,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36051,1040
414,415,2020-12-02,16:42:09,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,5800
415,416,2020-12-02,16:42:14,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,4005
416,417,2020-12-02,16:42:20,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36051,1166
417,418,2020-12-02,16:42:26,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,1328
418,419,2020-12-02,16:42:31,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36051,9
419,420,2020-12-02,16:42:37,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36051,44501
420,421,2020-12-02,16:42:43,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,2968
421,422,2020-12-02,16:42:49,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,2909
422,423,2020-12-02,16:42:56,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,2393
423,424,2020-12-02,16:43:02,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,1070
424,425,2020-12-02,16:43:08,172.16.0.8,64.13.134.52,TCP,58,False,0,2048,0,1460,False,[SYN],36050,254
425,426,2020-12-02,16:43:14,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,3784
426,427,2020-12-02,16:43:20,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,10009
427,428,2020-12-02,16:43:26,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,1097
428,429,2020-12-02,16:43:31,172.16.0.8,64.13.134.52,TCP,58,False,0,4096,0,1460,False,[SYN],36050,9593
429,430,2020-12-02,16:43:37,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,1151
430,431,2020-12-02,16:43:43,172.16.0.8,64.13.134.52,TCP,58,False,0,1024,0,1460,False,[SYN],36050,4224
431,432,2020-12-02,18:07:40,172.16.0.8,64.13.134.52,TCP,58,False,0,3072,0,1460,False,[SYN],36050,49176
